,codigo,titulo,sinopse,diretor,ano,tema,plays
98,237,Tropel,"A vida monótona do açougueiro João é quebrada com o anúncio do casamento da sobrinha de Dona Eva, Melissa, uma menina de treze anos de idade. Ao final do dia, ele fecha o açougue e a solidão torna-se imensa.",Eduardo Nunes,2000,,58280
99,238,Behemoth,Um estranho ritual de magia negra acaba se  tornando um pesadelo de conseqüência desastrosas para um fiel orador.,Carlos G. Gananian,2002,,53465
100,239,Nocturnu,"O inferno na Terra, deuses diabólicos. Lúcifer emerge das entradas de  um navio em buca de carne humana e sangue como alimento.",Dennison Ramalho,1998,Não disponível,90505
101,240,Demônios,"Luz, som e sangue; um pesadelo alucinante com personagens do universo underground do centro de São Paulo.",Christian Saghaard,2004,Literatura,73653
102,241,Candeias: da Boca pra fora,"Um retrato original de um dos mestres do Cinema Marginal, Ozualdo Candeias, realizador dos clássicos “A Margem” e “Zezero”; genuinamente um cineasta do povo. Divertidos e controversos depoimentos de personalidades do cinema como Zé do Caixão, Carlos Reichenbach, Inácio Araújo e Jairo Ferreira.",Celso Gonçalves,2002,,22810
103,242,Boca aberta,"Documentário realizado em 1984 sobre alguns dos principais protagonistas da cinematografia ligada à Boca-do-lixo, como Odi Fraga, realizador que dirigiu inúmeros longas, muitos deles sobre a temática do sexo explícito, Ozualdo Candeias, com uma filmografia mais autoral, e Toni Vieira, que dirigiu mais de 20 filmes. A rotina de atores e produtores ligados a este pólo de produção de filmes de apelo mais popular e que foram responsáveis pela produção das comédias eróticas das décadas de 60 e 70.",Rubens Xavier,1984,"Cinema; Boca do Lixo, São Paulo - SP",31502
104,243,O Galante Rei da Boca,"Também chamado de o ""Rei da Boca"", ou o ""Produtor Biônico"", A. P. Galante produziu de filmes de cangaço a comédias eróticas, dramas psicológicos e filmes policiais, passando por bang-bangs e filmes de kung-fu, num total de mais de 50 obras. Com depoimentos do prórpio Galante, trechos de seus filmes, imagens de São Paulo e da Boca do Lixo de ontem e de hoje e entrevistas inéditas com nomes como Carlos Reichenbach, Jairo Ferreira, Rogério Sganzerla, Inácio Araújo, Severino Dadá, Miro Reis, Sylvio Renoldi, Pio Zamuner, Antônio Meliande, Cláudio Portioli, Sebastião de Souza e João Silvério Trevisan (técnicos, diretores e críticos que fizeram a história do cinema brasileiro), O Galante Rei da Boca é um documentário que, com humor e a simpatia peculiares de seu personagem central, reflete e informa sobre o fazer cinema no Brasil.",Alessandro Gamo e Luís Rocha Melo,2003,"Boca do Lixo, História do Cinema Brasileiro, Galante",75958
105,244,Disparos,Homem acredita que está sendo ameaçado de morte e contrata detetive para investigar o caso.,Tarcísio Lara Puiati,2000,Não disponível,50216
106,245,A última fábrica,"Plano-sequência sobre a Polysom, última fábrica de discos de vinil da América Latina.",Felipe Nepomuceno,2005,Não disponível,71148
107,246,Velinhas,"Dois casais estão reunidos em um apartamento para assistirem a uma partida de futebol pela televisão, quando falta luz. A partir daí, à luz de velas, conversam sobre vários temas, incluindo sexo. O papo altera o comportamento dos quatro.",Gustavo Spolidoro,1998,Não disponível,94334
108,247,Outros,"Numa das mais tradicionais avenidas da capital gaúcha, pessoas se encontram, discutindo as suas e as nossas vidas.",Gustavo Spolidoro,2000,Não disponível,35318
109,248,Amores,"Vieira é um escritor da TV Globo prestes a perder o emprego, enquanto se degladia com sua filha Cíntia, tentando controlar sua excessiva liberdade. Telma, maior amiga de Vieira, é casada com Pedro. Não quiseram ter filhos, mas agora, com Telma na casa dos trinta, estão querendo e não estão conseguindo, o que está pondo o casamento em perigo. Luiza, irmã de Telma, é uma atriz fracassada que ganha a vida contando piadas em bares. Apaixona-se loucamente pelo pintor Rafael, mas descobre que ele é bissexual. As histórias se entrelaçam e os problemas se complicam: Cíntia engravida de Pedro e Luiza descobre que Rafael é soropositivo. ",Domingos Oliveira,1998,,3855
110,249,Baile perfumado,"Cinebiografia do libanês Benjamim Abrahão, o único a filmar Lampião e seu bando. O filme mostra desde a morte do Padre Cícero até a morte de Lampião e enfoca o aburguesamento do cangaço e a modernização do Sertão.",Lírio Ferreira e Paulo Caldas,1998,"Cangaço, Lampião, Nordeste, Herói, Cangaceiro, Banditismo, história",69525
111,250,"Bebel, garota propaganda","Saída de bairro pobre de São Paulo, uma garota procura a fama na publicidade e na televisão por meio de ligações amorosas com um jornalista, um ricaço, um produtor de TV e um publicitário. Ao ser contratada como modelo de anúncio de sabonete, imagina que sua vida vai mudar para melhor.",Maurice Capovilla,1967,,7973
112,453,Dona Carmela,"Ao contar a história da descoberta do afeto entre Augusto e seu neto, Sergio, o filme revela, também, o conflito entre o sonho de um velho ator em voltar a trabalhar e a realidade da mais poderosa contadora de histórias dos nossos dias - a televisão.",Iziane Filgueiras Mascarenhas,2004,,5809
113,251,O canto do mar,"A história de retirantes da seca que foram para o litoral, primeira etapa da migração em direção ao sul, encontrando uma sina de loucura, miséria, traições e desesperança da qual o menino-protagonista deseja escapar. Uma das famílias compõe-se do pai envelhecido, inválido e um pouco desequilibrado, da mãe lavadeira e do filho, ainda jovem, mas já encarregado da subsistência dos seus. A procura de uma saída favorece a desintegração dessa família.",Alberto Cavalcanti,1953,Migração,22649
114,252,Superoutro,Um louco na rua tenta libertar-se da miséria que o assedia e acaba por subverter a própria lei da gravidade.,Edgar Navarro,1989,Deficiente mental,72746
115,253,Por trás do pano,"Na São Paulo de hoje, cinco pessoas muito especiais vivem suas histórias por trás do pano. Helena, uma jovem atriz em ascebsão, com muito talento e insegurança, é convidada para viver o grande desafio de sua carreira. Ela é casada com Marcos, um artista plástico que brinca o tempo todo com os medos e os jogos de ciúme de sua mulher. A partir do momento em que Helena começa a se relacionar com Sérgio, um diretor e ator famoso, casado com Laís, um arquiteta bonita e ciumenta, as vidas dos dois casais se misturam e eles passam a viver momentos de dúvidas, de humor e descobertas.",Luiz Villaça,1999,,40083
116,254,O sanduíche,"Os últimos momentos de um casal, a hora da separação. Mas o fim de alguma coisa pode ser o começo de outra. Outro casal, os primeiros momentos, a hora da descoberta. Encontros, separações e um sanduíche. No cinema, o sabor está nos olhos de quem vê.",Jorge Furtado,2000,Não disponível,27882
117,255,A linguagem do teatro,"Toda a mágica do teatro é mostrada aos espectadores que participam dos problemas implicados nas diversas fases da montagem de uma peça - escolha, leitura, ensaio, etc., até a estréia para o público.",João Betencourt,1966,,50244
118,256,Teatro brasileiro: Novas tendências,"As diversas tendências por que passou o teatro brasileiro a partir de 1957, com o lançamento da peça O Auto da Compadecida, de Ariano Suassuna. As inovações introduzidas por Suassuna, Augusto Boal, José Celso Martinez Correa, Oduvaldo Viana Filho, Gianfrancesco Guarnieri e outros alteraram os conceitos acadêmicos de direção, de utilização dos recursos de iluminação e cenografia. Essas transformações lamçam as bases de um teatro tipicamente brasileiro, comprometido com a realidade do país.",Olney São Paulo,1975,Não disponível,96698
119,447,O homem-livro,"Evando acumulou 42 mil livros em sua pequena casa. Formam pilhas em desordem, oprimindo a residência e a família. É preciso libertar a casa, diz. Mas às vésperas de transferir os livros para uma biblioteca projetada pelo arquiteto Oscar Niemeyer especialmente para receber ao acervo, Evando sente a tensão e a angústia da perda iminente.",Anna Azevedo,2006,,14356
120,257,Teatro brasileiro: Origem e mudança,"Um panorama do teatro brasileiro a partir do início do século XX. Os comediantes e as mudanças introduzidas nas raízes do Teatro Brasileiro de Comédia (TBC), Teatro Maria Della Costa, Teatro do Sete e Cia. Tônia-Celia-Autran no processo de renovação. Acontribuição do Teatro de Arena.",Olney São Paulo,1964,Não disponível,22858
121,258,A face e a máscara,"A força da luz, da sombra, da cor, na composição de um personagem; exercícios de relaxamento, expressão corporal, colocação de voz, maquiagem; vários momentos de um ator, do camarim ao palco.",Vicente Marques,1974,Não disponível,40478
122,259,Teatro Municipal,"Documentário que mostra o Teatro Municipal do Rio de Janeiro como obra arquitetônica e como local de representação artística, sua localização em contraste com a arquitetura dos edifícios modernos, os detalhes de sua fachada e de seu interiror, sua decoração, os camarins, o local da orquestra. O filme mostra o funcionamento do Teatro num dia de espetáculo e sua importância cultural.",Ruy Santos,1974,Teatro,88909
123,260,Izune,Garoto pensa ter feito contato interplanetário através de sua bola de futebol.,Frederico Cardoso,2004,Não disponível,23474
124,261,Polêmica,"Filme musical, chanchada mediúnica e documentário. Dupla de vagabundos recebe os santos Noel Rosa e Wilson Batista. Incorporados, e à solta no carnaval carioca, revivem a famosa e polêmica rivalidade dos anos 30, que inspirou sambas antológicos como Palpite Infeliz, Rapaz Folgado e Feitiço da Vila.",André Luiz Sampaio,1999,Música Popular Brasileira,4586
125,262,Velha história,"Um dia, ao pescar na beira de um rio, um homem pega um peixe. A partir de um gesto de afeto do pescador, os dois desenvolvem uma linda amizade que é admirada por todos na cidade.",Claudia Jouvin,2004,"Poesia, amizade, pescaria, stop motion",17643
126,263,O mundo é uma cabeça,"O mundo é uma cabeça é um registro do movimento musical pernambucano manguebeat. Imagens inéditas de Chico Science, que conduz o documentário a bordo do seu ""galaxe"" num passeio noturno pelo velho bairro do Recife.",Bidu Queiroz e Cláudio Barros,2004,"Música Popular; Mangue Beat, chico science, cultura pop",83310
127,264,Dramática,"Inspirado Livremente no poema ""Hierarquia"", de Pier Paolo Pasolini, a propósito de seu percurso pela cidade do Rio de Janeiro, o filme traça um paralelo poético entre os anos 70 e a atualidade, lançando três persogens nas experiências radicais de um país que vive na tensão entre a prosa e a poesia, a fome e o sonho, e entre o amor e a política.",Ava Gaitán Rocha,2005,,58919
128,265,Vinil verde,"Mãe dá à filha uma caixa cheia de velhos disquinhos coloridos. A menina pode ouvi-los, exceto o vinil verde.",Kleber Mendonça Filho,2004,,4633
129,266,Gaivotas,O tempo não existe; só aqui existe. A tragédia não existe; só existe a fome.,Cristian Borges,1997,,67642
130,267,Aqueles dias,A história de Paulo e Camila contada através de seu baú de fotografais.,Gustavo Nasr,2004,,12774
131,268,Wragda,"Equipe de filmagem viaja para Cataguases com interesses documentais e acaba por conhecer Seu Iran, pertencente a uma seita de idioma próprioe inventado. Decidem por um roteiro ficcional inspirados nos relatos. A morte ronda.",Frederico Cardoso,2004,,90662
132,269,A menina do algodão,"A lenda da garotinha morta que aterrorizou crianças nas escolas do Recife, nos anos 70.",Daniel Bandeira e Kleber Mendonça Filho,2002,,20955
133,270,Soberano,"Reminiscências resgatam a  trajetória do bar Soberano, símbolo da intensa e espontânea produção do movimento cinematográfico da Boca do Lixo.",Ana Paula Orlandi e Kiko Mollica,2005,Cinema,64358
134,271,Ocaso,Pôr-do-sol. Sertão.  Aridez. Paixão. Traição. Um resto de vida num resto de mundo...,Camilo Cavalcante,1997,Seca,45284
135,272,Os dois velhinhos,Fim de tarde. Um casal de velhinho. Tudo pode acontecer?,Camilo Cavalcante,1996,,11839
136,273,A história da eternidade,"A História da Eternidade é um falso plano-sequência que pretende conduzir o espectador a uma viagem dentro dos instintos humanos, por meio de uma linguagem poética e metafórica. Acontecimentos que representam um amplo panorama da civilização ocidental estão presentes neste exercício que expõe, sem concessões, a eterna tragédia humana.",Camilo Cavalcante,2003,Não disponível,75012
137,274,O homem da mata,"José Borba da Silva, ator, canavieiro, cantor, pai-de-santo e artista da cultura popular, interpreta Jack, o vingador justiceiro, super-herói defensor dos trabalhadores da Zona da Mata Atlântica do Nordeste do brasil.",Antonio Luiz Carrilho,2004,Nordeste,40021
138,275,Anahy de las missiones,"Em meio à Guerra dos Farrapos,uma mulher e seus filhos lutampara sobreviver.",Sérgio Silva,1997,,71671
139,276,O cineasta da selva,"Fatos são misturados a uma realidadeimaginada, criada e encenada,neste documentário queconta a vida de um garoto (SilvinoSantos, 1886-1970) que, nascidoem Portugal, apaixona-sepelo Rio Amazonas. Na virada doséculo, com 13 anos, Silvino cruzao Atlântico em busca daquelaAmazônia fantástica imaginadapelos europeus. Em 1913 realizaseu primeiro documentário delonga-metragem. Ele viveria suaaventura contracenando comgrandes personalidades, testemunhandoacontecimentos marcantes,do fausto à queda domonopólio da borracha. Filmandoessa Amazônia do início doséculo, ele se torna um mito daselva e um dos pioneiros do cinemano Brasil.",Aurélio Michiles,1997,,23301
